parameter_id,MGP_BMI_006_001
pvalue,0.2678092
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_accession_id,MGI:1914071
mouse_strain,C57BL
gene_symbol,Bcs1l
mouse_life_stage,E9.5
analysis_id,25oa8v8l03qupu4
