parameter_id,MGP_IMM_070_001
gene_symbol,Slx4ip
mouse_strain,C57BL
parameter_name,Total ab T cells - % of CD45+
analysis_id,urg49e5jl8002dd
gene_accession_id,MGI:1921493
pvalue,0.4176598
mouse_life_stage,Early adult
