gene_symbol,Orc2
parameter_name,Total B cells - % of CD45+
mouse_life_stage,E9.5
pvalue,0.1050095
gene_accession_id,MGI:1328306
parameter_id,MGP_IMM_041_001
mouse_strain,C57BL
analysis_id,3sncgy2y8es0v6s
