gene_symbol,Eprs1
analysis_id,e34ap349q076mv1
mouse_life_stage,E9.5
parameter_id,IMPC_GRS_009_001
pvalue,0.2642447
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
gene_accession_id,MGI:97838
