parameter_id,ESLIM_011_001_007
mouse_strain,C57BL
gene_symbol,Sema6c
gene_accession_id,MGI:1338032
analysis_id,irao0n2l3bqz6ho
pvalue,0.0643021
parameter_name,PP1 + pulse startle magnitude
mouse_life_stage,Early adult
