gene_symbol,Tnfsf10
mouse_strain,C57BL
pvalue,0.681284
mouse_life_stage,Early adult
parameter_name,Light side time spent
parameter_id,JAX_LDT_002_001
gene_accession_id,MGI:107414
analysis_id,4yc46k6560w14b2
