gene_symbol,Zmynd8
parameter_id,IMPC_GEO_009_002
analysis_id,jxhcj770rs63kq9
gene_accession_id,MGI:1918025
mouse_strain,C57BL
parameter_name,Hemorrhage
mouse_life_stage,Early adult
pvalue,0.3884191
