parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
mouse_life_stage,Early adult
pvalue,0.6236665
gene_symbol,Nipal3
mouse_strain,129SV
gene_accession_id,MGI:1921802
analysis_id,tm66948549ww5xk
