parameter_id,IMPC_XRY_066_001
mouse_strain,C57BL
gene_symbol,Lpgat1
analysis_id,5bg9p190rx6f087
pvalue,0.7811769
parameter_name,Sacral processes
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
