mouse_life_stage,Early adult
pvalue,0.5392339
parameter_name,Resting CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_014_001
analysis_id,ogrx78xos934l79
gene_accession_id,MGI:1924054
mouse_strain,C57BL
gene_symbol,Kdm4c
