pvalue,0.2667335
gene_symbol,Hrnr
parameter_id,MGP_MLN_006_001
gene_accession_id,MGI:3046938
analysis_id,7c70i64983u1097
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
