mouse_life_stage,E12.5
gene_accession_id,MGI:99501
gene_symbol,Fgb
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
analysis_id,0ky2b7vdi8j490p
mouse_strain,C57BL
pvalue,0.2898374
