gene_symbol,Jun
gene_accession_id,MGI:96646
mouse_strain,C57BL
parameter_id,JAXLA_CSD_077_001
pvalue,0.4560291
analysis_id,q8o66xjpf20qnkb
parameter_name,Contact righting
mouse_life_stage,E9.5
