gene_symbol,Mecom
mouse_life_stage,E12.5
pvalue,0.2867481
parameter_id,MGP_MLN_031_001
mouse_strain,C57BL
analysis_id,78iz3804aa2xd47
gene_accession_id,MGI:95457
parameter_name,Total NK cells - % of CD45+
