parameter_id,M-G-P_020_001_001
mouse_strain,C57BL
pvalue,0.4578131
gene_accession_id,MGI:1339969
gene_symbol,Gja10
parameter_name,Body Weight
mouse_life_stage,Early adult
analysis_id,2mb7do78vt0e57n
