parameter_id,HMGULA_CBC_009_001
analysis_id,pl12p397949810d
gene_symbol,Atf3
parameter_name,Calcium
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.263942
