mouse_strain,C57BL
gene_symbol,Med22
parameter_name,Neural tube morphology
parameter_id,IMPC_GEL_060_001
pvalue,0.9197275
gene_accession_id,MGI:98446
analysis_id,t0bxtyehj690i00
mouse_life_stage,Early adult
