gene_symbol,Rgs20
mouse_strain,C57BL
parameter_id,M-G-P_005_001_004
pvalue,0.1786059
analysis_id,26d9j0ewe07pg6o
parameter_name,Bone Mineral Density (excluding skull)
mouse_life_stage,Early adult
gene_accession_id,MGI:1929866
