gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_id,IMPC_ECH_018_001
parameter_name,Respiration Rate
mouse_life_stage,Early adult
pvalue,0.6174827
gene_accession_id,MGI:1923029
analysis_id,3684u0cxak13526
