gene_symbol,Cdin1
analysis_id,p71iydh06u0ez8p
pvalue,0.6392297
parameter_id,IMPC_ABR_004_001
mouse_life_stage,E9.5
parameter_name,6kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_accession_id,MGI:3026886
