gene_symbol,Snap23
mouse_life_stage,Early adult
analysis_id,q3ea0gs15321p7k
parameter_id,MGP_MLN_021_001
mouse_strain,C57BL
pvalue,0.5480764
gene_accession_id,MGI:109356
parameter_name,KLRG1+ gd T cells - % of gd T cells
