parameter_name,Center average speed
gene_accession_id,MGI:109356
pvalue,0.2578666
mouse_strain,C57BL
gene_symbol,Snap23
parameter_id,JAX_OFD_017_001
mouse_life_stage,Middle aged adult
analysis_id,5y4kyl1tyi5y193
