parameter_name,Embryo Size
mouse_life_stage,Early adult
analysis_id,1k58sox792n8b71
parameter_id,IMPC_GEO_019_001
gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.2192624
gene_accession_id,MGI:2444554
