gene_symbol,Ninl
gene_accession_id,MGI:1925427
mouse_strain,C57BL
parameter_name,Heart weight
pvalue,0.267624
mouse_life_stage,Early adult
parameter_id,IMPC_HWT_008_001
analysis_id,c9n1p2d5594a2cf
