parameter_id,IMPC_ECH_001_001
gene_symbol,Tnfsf10
mouse_strain,C57BL
pvalue,0.1866426
gene_accession_id,MGI:107414
mouse_life_stage,Early adult
parameter_name,End-Systolic Diameter
analysis_id,74ilqtr02u0r04m
