parameter_id,IMPC_DXA_003_001
analysis_id,04pyq6066ob3690
pvalue,0.8038915
mouse_strain,C57BL
gene_symbol,SLC30A4
mouse_life_stage,Early adult
parameter_name,Lean mass
gene_accession_id,MGI:1345282
