mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
analysis_id,o7g5k6z0k69g3w7
pvalue,0.8060084
gene_symbol,Psmd14
gene_accession_id,MGI:1913284
parameter_name,Creatinine
