mouse_strain,129SV
gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_name,KLRG1+ mature NK cell number
analysis_id,2b93vl9f08qx7lj
parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:1918025
pvalue,0.8844942
