mouse_strain,C57BL
pvalue,0.3292182
analysis_id,15n6v1y6t7si776
gene_accession_id,MGI:105072
gene_symbol,Rab22a
parameter_name,Center average speed
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_017_001
