mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
mouse_strain,C57BL
gene_symbol,Gja10
parameter_id,MGP_MLN_065_001
analysis_id,d0c44840p5t25ag
parameter_name,CD4+ T helper cells - % of CD45+
pvalue,0.6505251
