gene_symbol,Secisbp2l
analysis_id,4x4827010005261
mouse_strain,C57BL
pvalue,0.972905
parameter_name,Hemoglobin
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
parameter_id,IMPC_HEM_003_001
