gene_symbol,Dnajc5b
parameter_name,Clavicle
pvalue,0.3065163
analysis_id,3u7swn6995w18ju
mouse_strain,C57BL
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1913576
