parameter_id,MGP_PBI_033_001
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_strain,C55BL
mouse_life_stage,Early adult
analysis_id,6u1urazkat9q0dc
pvalue,1.305394
