gene_symbol,Arnt
gene_accession_id,MGI:88071
mouse_life_stage,Early adult
pvalue,0.09618217
parameter_name,LVIDd
analysis_id,z4h1ieo9z21f5xi
parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
