gene_symbol,Dmap1
parameter_id,IMPC_GRS_008_001
mouse_strain,C57BL
parameter_name,Forelimb grip strength measurement mean
pvalue,0.2012753
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
analysis_id,y6i76i2k28dn5sz
