gene_symbol,Ahcy
analysis_id,b192uw4924gp9z6
parameter_id,IMPC_ACS_034_001
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
mouse_strain,C57BL
pvalue,0.2343325
parameter_name,% Pre-pulse inhibition - PPI2
