Parameter_id,M-G-P_005_001_004
mouse_strain,C57BL
gene_accession_id,MGI:1328306
pvalue,0.5594518
Analysis_id,5916t7p58io8s71
Mouse_life_stage,E9.5
parameter_name,Bone Mineral Density (excluding skull)
Gene_symbol,Orc2
