mouse_strain,129SV
pvalue,0.5258766
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
parameter_id,IMPC_GPP_004_001
mouse_life_stage,Early adult
analysis_id,2s7hx67h5265c5e
parameter_name,Placenta Size
