parameter_name,Distance travelled - total
pvalue,0.2920353
analysis_id,6epxup9p6089mh2
mouse_strain,C57BL
parameter_id,IMPC_OFD_020_001
mouse_life_stage,Early adult
gene_symbol,Bach2
gene_accession_id,MGI:894679
