parameter_id,JAXLA_CSD_023_001
pvalue,0.4580319
gene_symbol,Amigo1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2653612
analysis_id,7r1ehi2jt1049o3
parameter_name,Vibrissae - presence
