parameter_id,IMPC_CBC_004_001
gene_accession_id,MGI:105072
mouse_strain,C57BL
pvalue,0.1021478
mouse_life_stage,Early adult
parameter_name,Urea (Blood Urea Nitrogen - BUN)
gene_symbol,Rab22a
analysis_id,k59e5r4xcx5b54d
