parameter_id,UCD_OWT_003_001
mouse_life_stage,Early adult
gene_symbol,Nemp2
pvalue,0.1069781
analysis_id,fd20f26t8d1d79g
gene_accession_id,MGI:2444113
parameter_name,Spleen weight
mouse_strain,C57BL
