parameter_id,JAX_LDT_003_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
parameter_name,Time mobile light side
pvalue,0.07494115
analysis_id,6nn58sx5afsy90n
gene_symbol,Ahcy
mouse_life_stage,E9.5
