mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6772021
gene_symbol,Ntmt2
analysis_id,ks41pdff993ju70
parameter_name,Latency to first transition into dark
parameter_id,IMPC_LDT_006_001
gene_accession_id,MGI:2685053
