gene_symbol,Dnajc8
mouse_life_stage,Early adult
pvalue,0.5820105
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
analysis_id,22390h95asg5484
gene_accession_id,MGI:1915848
parameter_id,MGP_IMM_081_001
