parameter_id,MGP_PBI_033_001
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_symbol,Slc17a9
pvalue,0.1476304
mouse_strain,C57BL
analysis_id,2712756sp0388sh
mouse_life_stage,Early adult
gene_accession_id,MGI:1919107
