gene_symbol,Tiprl
parameter_name,Hindpaw - size
analysis_id,1r32ii3akm5zie5
mouse_life_stage,Early adult
pvalue,0.5183467
mouse_strain,C57BL
parameter_id,JAXLA_CSD_041_002
gene_accession_id,MGI:1915087
