parameter_id,IMPC_GEO_009_002
mouse_strain,C57BL
analysis_id,bw2o86n56k8l551
pvalue,0.1771275
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
parameter_name,Hemorrhage
mouse_life_stage,Early adult
