Parameter_id,JAXLA_CSD_007_001
Mouse_strain,C57BL
Pvalue,0.2168857
Gene_accession_id,MGI:2140475
gene_symbol,AU040320
Mouse_life_stage,Middle aged adult
Analysis_id,2e1zo0i4ecs5q60
Parameter_name,Coat - color - abdomen
