parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924360
analysis_id,hhpyvy0ga4306h8
pvalue,0.2199797
gene_symbol,Gpbp1l1
