gene_symbol,Tox
gene_accession_id,MGI:2181659
parameter_id,MGP_CSD_008_001
mouse_strain,C57BL
parameter_name,Startle response
analysis_id,7326668923712r4
mouse_life_stage,Early adult
pvalue,0.9290015
