mouse_life_stage,E12.5
pvalue,0.4987303
gene_accession_id,MGI:2444554
parameter_name,Right kidney weight
analysis_id,4ut1fi5549384w0
mouse_strain,C57BL
parameter_id,IMPC_OWT_004_001
gene_symbol,Mapkap1
