gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
analysis_id,p4w226638zoa252
mouse_strain,C57BL
parameter_name,Potassium
parameter_id,GMC_906_001_005
mouse_life_stage,Middle aged adult
pvalue,0.8429587
