mouse_life_stage,E12.5
gene_symbol,Hspa5
parameter_id,IMPC_ECH_018_001
parameter_name,Respiration Rate
pvalue,0.5810709
gene_accession_id,MGI:95835
mouse_strain,C57BL
analysis_id,w7aucrvifst4m95
