parameter_name,Limb grasp
pvalue,0.8320182
parameter_id,JAXLA_CSD_039_001
gene_symbol,Bmp7
mouse_strain,C57BL
gene_accession_id,MGI:103302
analysis_id,qg2840lx3ye46da
mouse_life_stage,Early adult
