parameter_id,ESLIM_016_001_002
pvalue,0.8937602
mouse_life_stage,E15.5
parameter_name,Red blood cell count
gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
analysis_id,c5108qbv932713s
mouse_strain,C57BL
