gene_symbol,Hspa5
pvalue,0.9899062
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
parameter_id,MGP_MLN_014_001
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
analysis_id,7d4vb41m40208l4
