gene_symbol,Snap23
analysis_id,h1gms0tf32618y4
pvalue,1.141843
parameter_id,IMPC_EYE_056_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_name,Mean left eye lens density
