parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
mouse_life_stage,E12.5
gene_accession_id,MGI:88174
gene_symbol,BMI1
pvalue,0.09358529
mouse_strain,C57BL
analysis_id,2ntp1pg5j8a40nc
