gene_symbol,Slc39a10
pvalue,0.09220159
analysis_id,t49h93977619h1v
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_016_001
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1914515
mouse_strain,C57BL
