parameter_id,MGP_PBI_027_001
pvalue,0.8850318
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_name,NK cell number
mouse_life_stage,Late adult
analysis_id,j8tbd724k902u31
gene_symbol,AU040320
