gene_symbol,Cntfr
parameter_id,JAX_OFD_014_001
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
pvalue,0.6284966
mouse_strain,129SV
analysis_id,f5h4txjwn6qts2n
parameter_name,Center distance travelled
