parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
pvalue,0.2895364
gene_accession_id,MGI:1923029
analysis_id,j96x5090507375k
gene_symbol,Dnaaf9
mouse_strain,C57BL
mouse_life_stage,Early adult
