gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_BMI_019_001
pvalue,0.5502795
parameter_name,T cells - % of CD45+
analysis_id,u9185o9b24q3gz1
